ID;Text
D4-73;Lactic acid bacteria play a central role in food fermentation, particularly in dairy products like yogurt and cheese. These bacteria convert sugars, primarily lactose, into lactic acid, lowering pH and creating an acidic environment that preserves the food and inhibits spoilage organisms. Beyond preservation, lactic acid bacteria contribute to flavor, texture, and aroma development through metabolic byproducts. They also offer health benefits as probiotics, supporting gut microbiota balance and potentially enhancing immunity and digestion. In cheesemaking, they are essential for curd formation, acidification, and maturation. Their controlled use allows consistent product quality and safety, making lactic acid bacteria indispensable in both traditional and industrial food production.
D4-74;In food processing, pasteurization (-isation) is a process of food preservation in which packaged foods (e.g., milk and fruit juices) are treated with mild heat, usually to less than 100 °C (212 °F), to eliminate pathogens and extend shelf life. Pasteurization either destroys or deactivates microorganisms and enzymes that contribute to food spoilage or the risk of disease, including vegetative bacteria, but most bacterial spores survive the process. Pasteurization is named after French microbiologist Louis Pasteur, whose research in the 1860s demonstrated that thermal processing would deactivate unwanted microorganisms in wine. Spoilage enzymes are also inactivated during pasteurization. Today, pasteurization is used widely in the dairy industry and other food processing industries for food preservation and food safety.
D4-75;"Pasteurization is a heat treatment process applied to foods, primarily liquids like milk, juice, and beer, developed by Louis Pasteur in the 19th century. Its core purpose is to destroy harmful microorganisms, such as bacteria responsible for diseases like tuberculosis, salmonellosis, and listeriosis, while also significantly reducing spoilage microbes. The process involves heating the product to a specific temperature for a defined period—for instance, milk might be heated to 72°C for 15 seconds, followed by rapid cooling. Crucially, pasteurization does not sterilize the food; it merely reduces the microbial load to a safe level, extending shelf life without drastically altering the product's nutritional value or flavor. This breakthrough revolutionized food safety and made many perishable items safely accessible globally."
D4-76;Pasteurization is a process that kills harmful bacteria and other microorganisms in liquids, such as milk, juice, and water. It involves heating the liquid to a specific temperature, usually around 161 degrees Fahrenheit, for a short period of time, typically 15 seconds. This heat treatment denatures proteins and disrupts cell membranes, ultimately killing off pathogens like E. coli and Salmonella. The liquid is then quickly cooled to stop the growth of any remaining bacteria, extending its shelf life and making it safer for consumption. This process is widely used in the food industry to prevent foodborne illnesses.
D4-77;"Pasteurization is a heat treatment used to reduce harmful microorganisms in foods and drinks, most commonly milk and fruit juices, to make them safer and extend shelf life. The product is heated to a specific temperature for a set time, then rapidly cooled. This kills or inactivates many disease-causing bacteria and reduces spoilage microbes, while aiming to preserve taste and nutrition better than full sterilization. Different methods exist, such as low-temperature long-time heating and high-temperature short-time heating; ultra-high temperature processing goes hotter for seconds and can make products shelf-stable when packaged aseptically. Pasteurization does not make food sterile, so many pasteurized items still require refrigeration and can eventually spoil."
D4-78;Pasteurization is a heat treatment process designed to eliminate harmful microorganisms from food and beverages while preserving their nutritional value and taste. Named after French scientist Louis Pasteur, who developed the technique in the 1860s, it involves heating liquids to specific temperatures for controlled periods. Standard pasteurization heats milk to around 72 degrees Celsius for fifteen seconds, destroying pathogens like Salmonella, Listeria, and E. coli without significantly altering flavor. Ultra-high temperature pasteurization uses higher heat for shorter durations, extending shelf life considerably. Beyond milk, the process applies to juice, beer, wine, and canned foods. Pasteurization dramatically reduced foodborne illness rates throughout the twentieth century, representing a major public health achievement.
D4-79;An electromagnetic field is a physical field produced by electrically charged objects and moving charges, extending through space and exerting forces on other charged particles. It has two inseparable components: an electric field, generated by the presence of electric charges, and a magnetic field, generated by moving charges or changing electric fields. These two components interact and sustain each other, propagating through space as electromagnetic waves at the speed of light. The full spectrum of electromagnetic radiation, from radio waves and microwaves to visible light, ultraviolet, and gamma rays, all consists of these oscillating fields differing only in frequency and wavelength. James Clerk Maxwell unified the theory of electromagnetism in the nineteenth century, producing equations that remain foundational.
D4-80;An electromagnetic field is a physical field generated by electrically charged particles, combining electric and magnetic components that influence other charges and currents in space. Electric fields originate from stationary charges, exerting forces on nearby charged particles, while magnetic fields arise from moving charges or currents, affecting other moving charges or magnetic materials. These two components are intrinsically linked, forming electromagnetic waves that propagate through space at the speed of light, carrying energy, momentum, and information. Electromagnetic fields govern a wide range of natural phenomena, from the propagation of light and radio waves to atomic interactions, and are fundamental to modern technologies such as wireless communication, electric motors, medical imaging, and power transmission, making them indispensable in physics and engineering.
D4-81;An electromagnetic field is a physical field that is produced by the interaction of electrically charged particles, such as electrons and protons. It is a combination of an electric field and a magnetic field, which are intertwined and inseparable. The electric field is generated by the presence of charged particles, while the magnetic field is produced by the motion of these particles. The electromagnetic field is a fundamental concept in physics, and it plays a crucial role in understanding various phenomena, including the behavior of light, radiation, and charged particles in different environments and situations.
D4-82;"An electromagnetic field is a physical field created by electrically charged objects, permeating space and describing the fundamental electromagnetic interaction. It's fundamentally composed of two intertwined components: an electric field and a magnetic field. The electric field originates from stationary charges, influencing other charges, while the magnetic field is produced by moving charges (currents), affecting other moving charges. These two fields are interdependent; a changing electric field creates a magnetic field, and a changing magnetic field induces an electric field. This intrinsic connection allows them to propagate together through space as self-sustaining electromagnetic waves, encompassing light, radio waves, and X-rays, which carry energy and momentum."
D4-83;Cancer is one of the most common causes of death worldwide. Available treatments are associated with numerous side effects and only a low percentage of patients achieve complete remission. Therefore, there is a strong need for new therapeutic strategies. In this regard, pulsed electromagnetic field (PEMF) therapy presents several potential advantages including non-invasiveness, safety, lack of toxicity for non-cancerous cells, and the possibility of being combined with other available therapies. Indeed, PEMF stimulation has already been used in the context of various cancer types including skin, breast, prostate, hepatocellular, lung, ovarian, pancreatic, bladder, thyroid, and colon cancer in vitro and in vivo.
D4-84;Pulsed electromagnetic fields (PEMF) are bursts of low-frequency magnetic fields applied in controlled patterns. In cancer research, PEMF is studied because time‑varying fields can influence cell behavior without heating tissue, potentially affecting membrane permeability, ion channels, reactive oxygen species, and signaling pathways that regulate growth and death. Some lab studies report selective stress on tumor cells or increased sensitivity to chemotherapy or radiation, while others find mixed or modest effects, so mechanisms and reproducibility are active questions. PEMF is also explored for improving drug delivery and reducing treatment side effects by supporting wound healing or pain control. Overall, PEMF is promising but still experimental for direct anticancer therapy.
D4-85;Pulsed electromagnetic field therapy involves exposing biological tissues to low-frequency electromagnetic waves delivered in short bursts. Researchers have explored its potential in cancer treatment because these fields can influence cellular behavior without the invasive nature of surgery or toxicity of chemotherapy. Studies suggest that specific frequencies may disrupt cancer cell division, induce apoptosis, and inhibit tumor growth while leaving healthy cells relatively unaffected. Some research indicates PEMF can enhance the effectiveness of conventional treatments by making cancer cells more susceptible to chemotherapy drugs. The therapy may also reduce inflammation and improve immune function. However, results remain preliminary and sometimes contradictory, requiring further rigorous clinical trials to establish optimal parameters and confirm efficacy across different cancer types before widespread therapeutic adoption.
D4-86;Pulsed Electromagnetic Field (PEMF) therapy involves applying varying low-frequency electromagnetic fields, a non-invasive method influencing cellular processes. These fields modulate cell membrane potential, ion transport, and intracellular signaling pathways. In cancer, PEMF demonstrates promise by directly inducing apoptosis and inhibiting tumor cell proliferation, often sparing healthy cells. Indirectly, it can enhance the efficacy of conventional treatments like chemotherapy or radiation by sensitizing cancer cells. PEMF may also bolster the immune system's anti-cancer response, reduce inflammation, and improve the tumor microenvironment. Its importance lies as a potential complementary therapy, aiming to improve treatment outcomes, mitigate side effects, and offer a novel, multifaceted approach in cancer management.
D4-87;Pulsed electromagnetic field therapy is a non-invasive treatment that uses electromagnetic fields to stimulate cellular repair and growth. It has gained significant attention in cancer research due to its potential to enhance chemotherapy and radiation therapy. The therapy involves exposing cancer cells to specific electromagnetic frequencies, which can inhibit tumor growth and induce apoptosis. This approach has shown promise in reducing cancer-related pain and improving overall quality of life for patients. Researchers are exploring its potential to target specific cancer cells, making it a valuable adjunct to conventional cancer treatments, with some studies indicating improved patient outcomes.
D4-88;The transistor is arguably the most transformative invention of the twentieth century, forming the fundamental building block of virtually all modern electronic devices. It is a semiconductor component, typically made from silicon, that can act as either a switch or an amplifier by controlling the flow of electrical current. By applying a small voltage to a control terminal called the gate or base, the transistor can turn a larger current on or off, enabling the binary logic that underpins all digital computing. Since their invention in 1947 at Bell Labs, transistors have shrunk dramatically, with modern processors containing billions of them on a single chip smaller than a fingernail. 
D4-89;A transistor is a semiconductor device used to amplify or switch electrical signals and power. It is one of the basic building blocks of modern electronics. It is composed of semiconductor material, usually with at least three terminals for connection to an electronic circuit. A voltage or current applied to one pair of the transistor's terminals controls the current through another pair of terminals. Because the controlled power can be higher than the controlling (input) power, a transistor can amplify a signal. Some transistors are packaged individually, but more in miniature form are found embedded in integrated circuits. Because transistors are the key active components in practically all modern electronics, many consider them one of the 20th century's greatest inventions.
D4-90;A transistor is a semiconductor device used to amplify or switch electronic signals. It consists of three layers of material, each with a different electrical charge, allowing it to control the flow of electrical current. When a small voltage is applied to the middle layer, it changes the conductivity of the device, enabling it to act as an amplifier or switch. This functionality makes transistors a fundamental component in modern electronics, from simple circuits to complex devices like computers and smartphones, and they play a crucial role in many modern technologies. They are very versatile and widely used.
D4-91;A transistor is a fundamental building block in modern electronics that can amplify or switch electrical signals. It is typically made from semiconductors such as silicon and has three terminals—commonly called the emitter, base, and collector in bipolar junction transistors, or source, gate, and drain in field-effect transistors. By applying a small input current or voltage to one terminal, the transistor controls a larger current between the other terminals, enabling signal amplification or digital switching. Transistors are essential in circuits for computing, communication, and power regulation. Their miniaturization and integration into integrated circuits have driven the exponential growth of modern electronics and digital technology.
D4-92;A transistor is a fundamental semiconductor device that acts primarily as an electronic switch or a signal amplifier. Essentially, it controls the flow of electrical current, much like a tiny, extremely fast faucet for electricity. By applying a small voltage or current to one of its terminals, called the gate or base, it can either allow a much larger current to pass between its other two terminals (source/emitter and drain/collector) or block it entirely. This ability to switch current on and off, or to amplify a weak signal, makes it the core building block of virtually all modern electronic devices, from microprocessors in computers and smartphones to memory chips and simple household appliances.
D4-93;Come on, does this sound likely to anyone? This completely unassuming and barely known guy is involved in three of the major advances of the 20th century? Clearly something else is going on. Sure, he said he grew up in Wisconsin, but that’s suspiciously far from any of the tech centers of the country. His manager at Bell Labs, William Shockley, took all the credit for the transistor even though he barely worked on it. Sounds like someone is trying to stay out of the limelight. This is clearly a “The Man Who Fell To Earth” scenario, where an alien with advanced tech finds himself stranded on a backward and out-of-the-way planet.
D4-94;Gold nanoparticles are a widely studied nanotechnology tool in medicine because their size and surface chemistry can be precisely tuned. By attaching antibodies or other targeting molecules, researchers can encourage these particles to accumulate near specific cells, including tumor cells. Gold nanoparticles also interact strongly with light: when illuminated with certain wavelengths, they can convert light into heat, enabling photothermal therapy that can damage nearby cancer tissue while limiting harm to surrounding areas. In imaging, their optical properties can enhance contrast in techniques such as optical microscopy and some forms of photoacoustic imaging. Key challenges include controlling how the body distributes and clears the particles, preventing unwanted immune reactions, and ensuring long-term safety.
D4-95;Gold nanoparticles are incredibly small particles made of gold, typically measuring between 1-100 nanometers in diameter. They have unique properties due to their small size, such as high surface area and the ability to absorb and scatter light. Gold nanoparticles are often used in medical and technological applications, including cancer treatment, imaging, and biosensors. Their small size and biocompatibility make them ideal for interacting with cells and biological molecules, allowing for targeted delivery of drugs or imaging agents. Researchers are continually exploring new uses for gold nanoparticles in various fields, including medicine, electronics, and energy.
D4-96;Gold nanoclusters are widely used in medical imaging as fluorescent imaging agents. They have the advantages of small size, good biocompatibility, good optical stability, large stokes shift, tunable emission spectrum, and non-toxicity, which makes up for some of the shortcomings of traditional fluorescent probes such as organic fluorescent dyes, fluorescent proteins, and fluorescent quantum dots, and has become an international research hotspot in recent years. Due to their remarkable properties, gold nanoparticles have long been regarded as potential tools for the diagnosis of various cancers and drug delivery applications. These properties include a high surface area to volume ratio, surface chemistry, multifunctionalization, ease of synthesis, and stable properties.
D4-97;Gold nanoparticles are incredibly tiny particles of gold, generally ranging from 1 to 100 nanometers in diameter. To put that into perspective, a single human hair is about 80,000 to 100,000 nanometers wide. At this nanoscale, gold exhibits unique properties vastly different from the bulk material, primarily due to quantum mechanical effects and their very high surface-area-to-volume ratio. One of their most striking features is their vibrant color, which can be red, blue, or purple, depending on their size and shape, a phenomenon caused by surface plasmon resonance. This distinctive optical property, combined with their biocompatibility and ease of chemical modification, makes them highly valuable. Scientists utilize gold nanoparticles in diverse applications, including advanced medical diagnostics, targeted drug delivery, cancer therapy, and as efficient catalysts in various chemical reactions.
D4-98;Gold nanoparticles are tiny gold structures measuring between one and one hundred nanometers, exhibiting unique properties that differ dramatically from bulk gold. At this scale, gold displays remarkable optical characteristics, appearing red, purple, or blue depending on particle size and shape rather than the familiar yellow color. These properties arise from surface plasmon resonance, where electrons on the particle surface oscillate collectively when struck by light. In medicine, gold nanoparticles show promise for targeted drug delivery, carrying therapeutic agents directly to diseased cells while minimizing side effects. They also enhance imaging techniques and enable photothermal therapy, where particles absorb light and generate heat to destroy tumors. Beyond healthcare, applications extend to electronics, catalysis, and environmental sensing.
D4-99;Gold nanoparticles in chemotherapy and radiotherapy is the use of colloidal gold in therapeutic treatments, often for cancer or arthritis. Gold nanoparticle technology shows promise in the advancement of cancer treatments. Some of the properties that gold nanoparticles possess, such as small size, non-toxicity and non-immunogenicity make these molecules useful candidates for targeted drug delivery systems. With tumor-targeting delivery vectors becoming smaller, the ability to by-pass the natural barriers and obstacles of the body becomes more probable. To increase specificity and likelihood of drug delivery, tumor specific ligands may be grafted onto the particles along with the chemotherapeutic drug molecules, to allow these molecules to circulate throughout the tumor without being redistributed into the body.
D4-100;Nanoparticle-based drug carriers are being pursued intensely to overcome the skin barrier and improve even hydrophilic or macromolecular drug delivery into or across the skin efficiently. Over the past few years, the application of gold nanoparticles as a novel kind of drug carrier for skin drug delivery has attracted increasing attention because of their unique properties and versatility. In this review, we summarized the possible factors contributing to the penetration behaviors of gold nanoparticles, including size, surface chemistry, and shape. Drug loading, release, and penetration patterns were captured towards implicating the design of gold nanoparticles for dermal or transdermal drug delivery.
